TEMPLATE_ID,FILENAME,FACE_X,FACE_Y,FACE_WIDTH,FACE_HEIGHT,RIGHT_EYE_X,RIGHT_EYE_Y,LEFT_EYE_X,LEFT_EYE_Y,NOSE_X,NOSE_Y
100136,frames/53829.png,191.5074,43.0526,107.9875,128.41,237.2,94.8,274,95,261.2,118.8
100137,img/3815.jpeg,232.8115,45.9893,74.1084,93.3909,279.7273,92.6364,299.2143,93.3571,293.2308,107.4615
100138,frames/16727.png,565.4124,37.2939,198.893,269.2955,668.6364,161.0909,739.4,161.9,712.3846,199.1538
100139,frames/13690.png,148.7316,46.0209,77.0928,110.3725,160.7647,109.3529,184.5,106.5,171.3636,127.7273
100140,img/2517.jpg,235.7017,137.5412,33.2473,47.8868,248,163.9167,259.7273,166.1818,252.8333,173.9167
100141,img/2674.jpg,318,46,106,119,NaN,NaN,333,108.6,326.8333,128.1667
100142,frames/53875.png,206.7896,43.4764,114.1682,139.5319,262.6,105.8,299.8,109,285.8,133
100143,frames/18869.png,706.2382,34.5272,208.033,287.3334,783.7143,168.4286,862,167.7143,827.1667,222.25
100144,frames/42733.png,421.2611,24.5372,265.6626,323.1358,458.4,196.2,532.6,186,483,248.4
100145,frames/5567.png,805.7239,151.5411,85.9691,96.904,824,202.6667,841.2,200.2,831,217
100146,frames/42776.png,281.5861,18.2497,109.5162,146.8059,306.4,91.4,349.8333,91,327.4,120.2
100147,img/45069.jpg,595.6946,272.0213,1025.8538,1030.1008,1220.8333,835.8333,1448.4,759.2,1434.3333,996
100148,img/42264.jpg,125.3256,50.6065,482.1702,603.5831,314.2,357,478.6,347.4,409,466.2
100149,frames/53743.png,224.8928,39.8972,111.878,138.8629,273.2,102.4,309.8,103,293.5,126.5
100150,img/69668.jpg,1268.9496,494.4229,1496.5915,1727.0438,1407,1237,1855.5,1100.75,1550,1392.3333
100151,img/2254.jpeg,85.1849,60.3909,59.3588,77.0889,116.9091,101.0909,136.1,101.2,128.3846,115.3077
100152,frames/69647.png,418.3879,34.3977,269.4731,344.2914,452.25,216,536.8333,195.6667,481,261.6
100153,frames/53455.png,258.0994,33.4811,101.4081,134.0514,292.5,95,326.8333,97.6667,310.2,121.8
100154,frames/45144.png,201.2956,35.5336,113.1917,161.3457,232.8,129.2,270.4,128.2,254.4,152
100155,frames/16725.png,633.7692,58.698,197.4068,269.4605,667.4,185.8,736,191.6364,689.6,231.2667
100156,frames/53843.png,230.3514,38.6932,115.8891,146.6711,294.1667,105,329.6,107,319,128.6
100157,img/2516.jpg,193.7278,93.2238,103.0959,128.3693,276.8333,166.1667,NaN,NaN,288.0909,184.8182
100158,frames/198471.png,0.1111,6.1979,158.0266,220.9179,34.9749,65.9921,105.0555,78.1111,69.0281,115.4671
100159,frames/167724.png,151.4556,11.0444,44.6667,61,163.51,39.985,180.1502,38.301,171.305,50.1025
100160,frames/53849.png,145.0342,37.9681,115.3232,134.9174,200.1667,100.3333,234.8333,92.6667,225.4,122
100161,img/4671.jpg,640.9053,144.3422,471.1675,477.3854,997,384.5833,1054.8,363.7,1066.3333,444.1667
100162,frames/53771.png,144.7698,34.729,113.6282,140.3218,214.5,100.3333,246.4,99.8,237.5,124.25
100163,frames/53660.png,179.3449,54.9424,114.548,164.8125,208.8,156.6,244.4,155.2,229.8,180
100164,frames/18877.png,543.7226,164.4327,106.0778,190.034,564.5,264.5,615.2857,259.2857,585.4167,293.9167
100165,frames/69656.png,638.7252,25.7246,265.8973,361.1062,758.8,199.2,846.6,220.4,796.2,275.4
100166,frames/53688.png,184.6678,36.7186,111.7755,141.4064,243.2,102.4,279.8,102.2,267.5,122.5
100167,frames/42777.png,273.8295,11.0743,126.1656,155.1588,308.6,92.6,350,90.4,328.4,120.2
100168,frames/53436.png,225.2568,76.3815,113.3295,139.7919,260.8,159.8,298.4,156,284.25,182.75
100169,frames/53442.png,239.677,49.5674,111.7335,152.088,266.5,127.5,303.2,125.4,286.25,155.25
100170,frames/175507.png,571,95,175,223,590.216,195.5224,673.1071,178.4537,618.1676,236.0393
100171,frames/175653.png,489,117,239,231,528.2158,212.8557,638.7715,203.8241,579.5019,262.706
100172,frames/53470.png,295.5431,43.9005,106.54,138.6474,316.4,100.6,351.4,109.2,327.8,132.8
100173,frames/53811.png,197.2636,32.5835,116.4797,140.1266,215.8333,95.5,249.6,95.2,228,119.4
100174,frames/53739.png,188.1876,45.5411,109.895,124.9313,246.6,100,282,99.8,272,121.75
100175,img/361.jpg,3149.6394,527.5645,621.8041,567.6365,NaN,NaN,3290,807,3238.25,903.25
100176,frames/69681.png,262.5561,42.9196,118.7459,153.6628,286.2857,115.1429,323.8,113.6,301.4,139.6
100177,frames/71957.png,506.3617,43.4003,136.2291,189.644,547.6667,154.6667,593.4,147.4,574.6,182.4
100178,frames/71954.png,503.5288,255.3044,137.6989,175.7671,523.3333,343.3333,564.8,343.2,542,376.4
100179,frames/68234.png,190.645,48.008,144.2643,169.8591,289.6,131.4,322,132.5,316.1667,166.3333
100180,frames/45346.png,264.1942,42.2145,109.9858,134.1445,299.1429,104.1429,335.6667,108,315,130.8
100181,frames/53460.png,294.1942,46.8947,106.0099,139.0195,336.2,109.4,372.4,112.8,351.875,137.25
100182,frames/25064.png,151.4473,59.042,88.1537,133.7446,192,133.6,222.1667,132.6667,208.1667,156.6667
100183,frames/148354.png,296.0949,27.5949,92.5,87,319.46,72.08,352.58,74.84,328.66,89.5396
100184,frames/53429.png,216.5199,33.1153,122.0832,142.6644,230.4,98.2,258.5,98.3333,240.5,121.3333
100185,frames/53802.png,220.5536,37.5511,109.7949,138.9218,263.6667,105.1667,300,104.6,284.6,129.6
100186,frames/53760.png,216.226,33.8816,113.6313,138.5699,272,99.2,308.8,102,296.25,123.75
100187,frames/53465.png,287.1957,40.1621,108.8453,153.8178,342.1667,107.1667,378.6,111,365.25,135.25
100188,frames/69678.png,255.2626,39.4581,115.7238,164.4462,296.8,128,336.8,126.2,316.4,154.8
100189,frames/148781.png,306.3646,165.0312,57,53.25,NaN,NaN,326.615,191.22,314.7849,205.9455
100190,frames/42711.png,618.3619,126.1557,307.0107,302.3825,NaN,NaN,704.2,250.4,642.8,318
100191,frames/68236.png,163.0406,41.8045,134.2736,176.2236,228.6,140,276.8,136.2,257.4,170.4
100192,frames/5890.png,154.7655,27.2222,194.6984,194.3315,306.8,132,NaN,NaN,337.4,159.2
100193,frames/53395.png,250.3104,41.0443,117.3443,140.8229,296,104,330.5,103.25,313,129.6
100194,img/5060.jpg,108.482,76.7286,189.7806,253.1154,196.6667,199,265.8571,196.7143,243.3333,246.8333
100195,frames/18865.png,226.0352,49.9956,118.7916,153.2892,270.1429,117.2857,316.6667,121.3333,290.0769,154.6923
100196,frames/53503.png,176.9245,42.732,111.8158,147.9097,196.5,127.5,230,126,216,151.2
100197,img/117771.jpg,74,32,102,107,103.5,108.9778,126.1121,86.6689,132.8,118.5778
100198,frames/45327.png,218.5719,34.0677,113.7765,140.8738,232.2,98.8,263.8,98,241.8,121.8
100199,frames/53679.png,127.5014,34.4955,110.9677,137.7402,167.8,93.8,204.2,93.8,187,119
100200,frames/42731.png,548.4447,28.7153,263.8058,319.637,625.8,190.2,708.4,192.2,664,248
100201,frames/53407.png,265.8869,37.2762,109.6852,140.759,322.4,99.4,357.5,102.1667,342,127.25
100202,img/2492.jpg,269.5929,72.7219,134.9573,177.4623,311.1667,158.5,365,161.1429,335.5,196.6667
100203,img/4937.jpg,2323.6961,1326.0434,445.7611,564.2796,2412.1667,1628.1667,2565.8333,1653.6667,2467.75,1744.9167
100204,frames/53704.png,189.2131,49.5619,114.0029,135.5769,234.5,120.5,270.5,117.875,257.4,148
100205,frames/53496.png,179.8242,33.0301,111.8016,136.8167,202.1667,96.8333,234.8,95.4,218.4,121
100206,frames/51779.png,419.8466,143.1532,154.8521,207.6194,495,295.75,538.6667,294,511.5,324
100207,frames/45274.png,207.0065,41.6855,111.6104,141.5818,265.2,106.4,302,106.75,288.4,130.6
100208,frames/42738.png,263.0005,34.3759,138.6019,229.4666,279.8,149.2,322.3333,159.8333,291.6,196.2
100209,frames/69675.png,279.6746,36.5326,123.3022,153.5064,302.2,108.4,337.2,113,308,137.4
100210,frames/53449.png,242.2714,44.354,107.4615,129.6917,269,94.8333,307.5,97.3333,284.4,121.2
100211,frames/42702.png,446.0927,35.3841,244.5829,295.1854,483,188.6,556.8,173.6,518.6,237
100212,img/1794.jpeg,260.0712,61.919,90.0256,143.1789,NaN,NaN,286.7143,126.5714,274.8462,150.6154
100213,frames/45250.png,228.3364,33.306,114.1776,134.2436,291.4,94.2,326.6,93.6,319.25,113.25
100214,frames/53381.png,175.3124,35.4039,113.4469,140.8445,215.4286,96,251.6,100.4,233,122.25
100215,frames/53511.png,204.4603,55.3383,113.1356,165.0246,228.4,152.4,267.5,158.5,245.4,180.8
100216,frames/42695.png,598.4488,20.9284,253.6539,328.5289,724.8,182,803,198.8,761.8,248.4
100217,frames/53443.png,249.3793,43.79,110.8274,134.4696,300.4,107,336.6,108.4,323,131
100218,frames/10572.png,458.8579,157.8151,50.2026,62.5035,468.8,187.9,485,189.5,474.5385,198.8462
100219,img/330.jpg,94.2927,42.5169,67.8511,88.1852,147.6364,89.9091,NaN,NaN,152.9167,105.8333
100220,frames/53622.png,198.0591,53.9127,111.5655,159.9485,226,152.2,264.25,152.5,245.4,179.6
100221,frames/45305.png,175.2223,37.2695,113.3601,137.1255,206.6,99,242,99.6,222.4,122.8
100222,frames/148190.png,173.0972,50.2824,210,203.1667,244.6343,113.3282,340.1667,132.6667,279.0787,179.8343
100223,img/2624.jpg,798.1601,204.1993,114.627,150.91,861,285.8,898.8333,287.1667,883.25,314.375
100224,frames/175504.png,641,50,252,271,676.7164,194.115,763,186.6667,708.9375,239.4342
100225,frames/71958.png,633.9735,36.1461,130.7877,194.1807,663.2,146.6,706.4,147.2,683.2,177.2
100226,frames/142900.png,509.2778,74.2222,241.8889,272.8889,531.6667,194.6667,584.8333,207.2444,531.3588,260.4861
100227,img/3263.jpeg,406.2894,16.5832,148.64,159.6621,NaN,NaN,439.2,101.4,426.0833,123.1667
100228,frames/53911.png,234.9512,29.2979,119.2482,165.6748,282.6,101.2,319,102.2,306,129
100229,frames/53591.png,160.7523,37.4267,111.6978,145.8286,215.4,109.6,252,104.6,243.25,131.5
100230,frames/45198.png,221.5165,37.5605,114.4895,132.6664,238.3333,98.3333,269,96.8,249,122.2
100231,frames/53453.png,247.5272,24.7834,108.6044,136.8697,299.1667,85.3333,336.4,86,322.25,110.25
100232,frames/53649.png,188.5017,42.667,121.2611,144.9849,260.4,109.2,292.4,110,282.8,134.8
100233,frames/53761.png,225.8968,43.7021,101.0596,127.3942,249.2,100.4,284.8,104.8,264,124
100234,frames/53527.png,208.5938,36.6507,111.543,133.5236,270.6,98.8,307,98,296.2,121.8
100235,frames/191625.png,123.1,21.2375,57.5,70.5,136.1693,52.3471,155.7248,49.0677,149.5351,63.9891
100236,frames/45233.png,216.1328,36.9648,112.7344,131.6368,240.8,104,279.2,101.6,258.6,126
100237,frames/53847.png,183.4773,30.6956,107.0474,137.0599,241.6,90.6,275.2857,92.4286,263.6,117
100238,frames/53613.png,213.8256,43.187,110.5067,146.0349,240.2,109.2,274.5,110.8333,256.3333,136.1667
100239,img/117883.jpg,1223,135,382,390,1267.4699,273.6343,1365.1121,274.7228,1268.4667,342.5778
100240,frames/53719.png,200.0321,36.0091,110.811,139.5448,267.8333,102.6667,299.6,104.4,292,125.6
100241,frames/53794.png,106.0636,25.5208,109.6454,141.9353,165,90.6667,199.2,88,191,112.6
100242,frames/5562.png,801.0633,153.7591,85.9992,90.6957,820.25,204,837,197.6667,829.8,216.6
100243,frames/10585.png,474.1319,160.4993,56.0299,67.714,485,189.6667,500.6667,194.2222,488.0769,203.0769
100244,img/2120.jpg,1910.4841,150.552,512.3103,659.6687,2307.25,531.25,NaN,NaN,2361,614.0833
100245,frames/197219.png,530.2133,121.269,309.0063,318.9936,613.2812,198.9083,732.5555,191.7778,678.4479,287.2417
100246,frames/53718.png,234.9352,38.9112,117.3623,142.2768,248,101,272.6,104.2,254.2,129
100247,frames/45358.png,266.6242,42.6083,107.8481,135.1304,313.6667,100.5,349.4,99,336.25,124.25
100248,frames/10597.png,186.4199,37.3009,57.6119,67.0378,195.6667,64.4444,209.6667,66.2222,199.0833,77
100249,frames/53617.png,223.28,34.2331,112.9275,140.9072,254.4,99.6,290.6,102,271,127.25
100250,frames/18878.png,261.1045,57.8796,111.6275,149.6095,288.2,123.8,336.7143,121.2857,312.4615,154.4615
100251,frames/193871.png,233.1361,23.5139,32.4,39.6,239.1385,41.6864,246.1452,41.7321,239.88,49.0196
100252,frames/42739.png,235.6143,31.8078,148.3188,242.5772,252.8333,152.6667,291,154,263.25,197.75
100253,frames/53690.png,185.8479,38.4613,115.55,141.7637,233.8333,100.6667,271.2,100,258,124
100254,frames/14297.png,260.8743,94.7011,147.255,200.8386,360.4286,212.7143,397.4,216.8,380,244.6667
100255,frames/148619.png,189.1373,147.0361,94,87.2222,202.4956,187.8382,231.7655,184.2061,215.4767,204.9667
100256,frames/13696.png,130.3711,39.4248,120.5545,142.719,159.3333,132.5,191.25,125.75,178.9091,154.9091
